Query	Document	Answer
What are the exact conditions for a valid en passant capture?	"- 3.7.3.4 The player's choice is not restricted to pieces that have been captured previously.
- 3.7.3.5 This exchange of a pawn for another piece is called promotion, and the effect of the new piece is immediate.
<!-- image -->
In case of a promotion when the player cannot find the required piece, he/she has the right to pause the clock immediately and ask the Arbiter to bring him the piece he/she wants. The arbiter should provide the requested piece and restart the clock. The player then continues to consider his/her move. He/She is not obliged to promote to the requested piece."	"- 3.7.3.4 The player's choice is not restricted to pieces that have been captured previously.
- 3.7.3.5 This exchange of a pawn for another piece is called promotion, and the effect of the new piece is immediate.
<!-- image -->
In case of a promotion when the player cannot find the required piece, he/she has the right to pause the clock immediately and ask the Arbiter to bring him the piece he/she wants. The arbiter should provide the requested piece and restart the clock. The player then continues to consider his/her move. He/She is not obliged to promote to the requested piece."
How does one claim a draw by threefold repetition?	"This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:
- 9.1.2.1 A player wishing to offer a draw shall do so after having made a move on the chessboard and before pressing his/her clock. An offer at any other time during play is still valid but Article 11.5 must be considered. No conditions can be attached to the offer. In both cases the offer cannot be withdrawn and remains valid until the opponent accepts it, rejects it orally, rejects it by touching a piece with the intention of moving or capturing it, or the game is concluded in some other way.
- 9.1.2.2 The offer of a draw shall be recorded by each player on his/her scoresheet with the symbol (=).
This is a valuable rule for the arbiter and its use should be encouraged. If a player claims that he/she is being distracted by repeated draw offers then his/her scoresheet should be examined for evidence of this in the form of several (=) being displayed."	"This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:
- 9.1.2.1 A player wishing to offer a draw shall do so after having made a move on the chessboard and before pressing his/her clock. An offer at any other time during play is still valid but Article 11.5 must be considered. No conditions can be attached to the offer. In both cases the offer cannot be withdrawn and remains valid until the opponent accepts it, rejects it orally, rejects it by touching a piece with the intention of moving or capturing it, or the game is concluded in some other way.
- 9.1.2.2 The offer of a draw shall be recorded by each player on his/her scoresheet with the symbol (=).
This is a valuable rule for the arbiter and its use should be encouraged. If a player claims that he/she is being distracted by repeated draw offers then his/her scoresheet should be examined for evidence of this in the form of several (=) being displayed."
How does the knight move according to FIDE Laws?	"## Article 3: The Moves of the Pieces
- 3.1 It is not permitted to move a piece to a square occupied by a piece of the same colour.
- 3.1.1 If a piece moves to a square occupied by an opponent's piece the latter is captured and removed from the chessboard as part of the same move.
- 3.1.2 A piece is said to attack an opponent's piece if the piece could make a capture on that square according to Articles 3.2 to 3.8.
- 3.1.3 A piece is considered to attack a square even if this piece is constrained from moving to that square because it would then leave or place the king of its own colour under attack.
Being pinned against its own king does not stop a piece from attacking the squares it could otherwise move to. Even a pinned piece can 'check' the opponent's king.
- 3.2 The bishop may move to any square along a diagonal on which it stands.
<!-- image -->
Initially, each player has two bishops, one of which moves on light squares, the other one on dark squares. If a player has two (or more) bishops on squares of the same colour, it must be that the second bishop is the result of a promotion (See article 3.7.3.5), or an illegal move was played.
- 3.3 The rook may move to any square along the file or the rank on which it stands.
<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces."	"## Article 3: The Moves of the Pieces
- 3.1 It is not permitted to move a piece to a square occupied by a piece of the same colour.
- 3.1.1 If a piece moves to a square occupied by an opponent's piece the latter is captured and removed from the chessboard as part of the same move.
- 3.1.2 A piece is said to attack an opponent's piece if the piece could make a capture on that square according to Articles 3.2 to 3.8.
- 3.1.3 A piece is considered to attack a square even if this piece is constrained from moving to that square because it would then leave or place the king of its own colour under attack.
Being pinned against its own king does not stop a piece from attacking the squares it could otherwise move to. Even a pinned piece can 'check' the opponent's king.
- 3.2 The bishop may move to any square along a diagonal on which it stands.
<!-- image -->
Initially, each player has two bishops, one of which moves on light squares, the other one on dark squares. If a player has two (or more) bishops on squares of the same colour, it must be that the second bishop is the result of a promotion (See article 3.7.3.5), or an illegal move was played.
- 3.3 The rook may move to any square along the file or the rank on which it stands.
<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces."
What is the 75-move rule and when does it apply?	"In 9.6.1 case, the five times need not be consecutive.
In both 9.6.1 and 9.6.2 cases the arbiter must intervene and stop the game, declaring it as a draw.
If a draw under either of the above conditions is not noticed during the game a player may appeal using the normal appeals procedure."	"In 9.6.1 case, the five times need not be consecutive.
In both 9.6.1 and 9.6.2 cases the arbiter must intervene and stop the game, declaring it as a draw.
If a draw under either of the above conditions is not noticed during the game a player may appeal using the normal appeals procedure."
How should a player correctly offer a draw?	"## Article 9: The Drawn Game
- 9.1 Draw offers and event regulations:
- 9.1.1 The regulations of an event may specify that players cannot offer or agree to a draw, whether in less than a specified number of moves or at all, without the consent of the arbiter.
If a competition applies this rule, then the required number of moves or the no agreement at all condition, should be communicated to the players in the invitation to the tournament. It is advisable for the arbiter to repeat the rule before the start of the tournament. It is clear that the rule applies only for draw agreements. Articles 9.2,
9.3 and 9.6 still apply during the whole game and give the possibility to the players to draw in less than the specified number of moves, which must be accepted by the arbiter. For example, if two players claim a draw by three-fold occurrence after 20 moves, in a tournament where there is a draw restriction rule before 30 moves have been completed by both players, then the arbiter must allow the draw. If neither player claims a draw by three-fold occurrence, and an arbiter is aware that the same position (per 9.2.2) has occurred at least 5 times, then he/she must intervene, see Article 9.6.1.
This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:"	"## Article 9: The Drawn Game
- 9.1 Draw offers and event regulations:
- 9.1.1 The regulations of an event may specify that players cannot offer or agree to a draw, whether in less than a specified number of moves or at all, without the consent of the arbiter.
If a competition applies this rule, then the required number of moves or the no agreement at all condition, should be communicated to the players in the invitation to the tournament. It is advisable for the arbiter to repeat the rule before the start of the tournament. It is clear that the rule applies only for draw agreements. Articles 9.2,
9.3 and 9.6 still apply during the whole game and give the possibility to the players to draw in less than the specified number of moves, which must be accepted by the arbiter. For example, if two players claim a draw by three-fold occurrence after 20 moves, in a tournament where there is a draw restriction rule before 30 moves have been completed by both players, then the arbiter must allow the draw. If neither player claims a draw by three-fold occurrence, and an arbiter is aware that the same position (per 9.2.2) has occurred at least 5 times, then he/she must intervene, see Article 9.6.1.
This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:"
What information must be recorded on the envelope when a game is adjourned?	"- I.2.7 the date, time and venue of resumption of play.
- I.3 The arbiter shall check the accuracy of the information on the envelope and is responsible for its safekeeping.
- I.4 If a player proposes a draw after his/her opponent has sealed his/her move, the offer is valid until the opponent has accepted it or rejected it as in Article 9.1.
- I.5 Before the game is to be resumed, the position immediately before the sealed move shall be set up on the chessboard, and the times used by each player when the game was adjourned shall be indicated on the clocks.
- I.6 If prior to the resumption the game is agreed drawn, or if one of the players notifies the arbiter that he/she resigns, the game is concluded.
- I.7 The envelope shall be opened only when the player who must reply to the sealed move is present.
- I.8 Except in the cases mentioned in Articles 5, 5.2.2, 6.9 and 9.6, the game is lost by a player whose recording of his/her sealed move:
- I.8.1 is ambiguous, or
- I.8.2 is recorded in such a way that its true significance is impossible to establish, or
- I.8.3 is illegal.
- I.9 If, at the agreed resumption time:
- I.9.1 the player having to reply to the sealed move is present, the envelope is opened, the sealed move is made on the chessboard and his/her clock is started,"	"- I.2.7 the date, time and venue of resumption of play.
- I.3 The arbiter shall check the accuracy of the information on the envelope and is responsible for its safekeeping.
- I.4 If a player proposes a draw after his/her opponent has sealed his/her move, the offer is valid until the opponent has accepted it or rejected it as in Article 9.1.
- I.5 Before the game is to be resumed, the position immediately before the sealed move shall be set up on the chessboard, and the times used by each player when the game was adjourned shall be indicated on the clocks.
- I.6 If prior to the resumption the game is agreed drawn, or if one of the players notifies the arbiter that he/she resigns, the game is concluded.
- I.7 The envelope shall be opened only when the player who must reply to the sealed move is present.
- I.8 Except in the cases mentioned in Articles 5, 5.2.2, 6.9 and 9.6, the game is lost by a player whose recording of his/her sealed move:
- I.8.1 is ambiguous, or
- I.8.2 is recorded in such a way that its true significance is impossible to establish, or
- I.8.3 is illegal.
- I.9 If, at the agreed resumption time:
- I.9.1 the player having to reply to the sealed move is present, the envelope is opened, the sealed move is made on the chessboard and his/her clock is started,"
What are the arbiter's duties during a rapid or blitz tournament?	"- A.2 Players do not need to record the moves, but do not lose their rights to claims normally based on a scoresheet. The player can, at any time, ask the arbiter to provide him/her with a scoresheet, in order to write the moves.
Players are allowed to record the moves, but they may stop recording any time they wish. Players may claim a draw without the support of a scoresheet when they are playing on electronic boards. The arbiter also has the right to accept or refuse a claim without scoresheet evidence based on his/her observations.
- A.3 The penalties mentioned in Articles 7 and 9 of the Competitive Rules of Play shall be one minute instead of two minutes.
- A.4 The Competitive Rules of Play shall apply if:
A4.1one arbiter supervises at most three games and
- A4.2 each game is recorded by the arbiter or his/her assistant and, if possible, by electronic means
- A.4.3 The player may at any time, when it is his/her move, ask the arbiter or his/her assistant to show him/her the scoresheet. This may be requested a maximum of five times in a game. More requests shall be considered as a distraction of the opponent.
If a player asks the Arbiter to show him the score sheet, the clock should not be paused.
If the Competition Rules are used they must apply to every round. They cannot be introduced, for example, only for the final.
- A.5 Otherwise the following apply:
- A.5.1 From the initial position, once 10 moves have been completed by each player,
- A.5.1.1 No change can be made to the clock setting, unless the schedule of the event would be adversely affected"	"- A.2 Players do not need to record the moves, but do not lose their rights to claims normally based on a scoresheet. The player can, at any time, ask the arbiter to provide him/her with a scoresheet, in order to write the moves.
Players are allowed to record the moves, but they may stop recording any time they wish. Players may claim a draw without the support of a scoresheet when they are playing on electronic boards. The arbiter also has the right to accept or refuse a claim without scoresheet evidence based on his/her observations.
- A.3 The penalties mentioned in Articles 7 and 9 of the Competitive Rules of Play shall be one minute instead of two minutes.
- A.4 The Competitive Rules of Play shall apply if:
A4.1one arbiter supervises at most three games and
- A4.2 each game is recorded by the arbiter or his/her assistant and, if possible, by electronic means
- A.4.3 The player may at any time, when it is his/her move, ask the arbiter or his/her assistant to show him/her the scoresheet. This may be requested a maximum of five times in a game. More requests shall be considered as a distraction of the opponent.
If a player asks the Arbiter to show him the score sheet, the clock should not be paused.
If the Competition Rules are used they must apply to every round. They cannot be introduced, for example, only for the final.
- A.5 Otherwise the following apply:
- A.5.1 From the initial position, once 10 moves have been completed by each player,
- A.5.1.1 No change can be made to the clock setting, unless the schedule of the event would be adversely affected"
How is checkmate defined according to FIDE rules?	"## Article 5: The Completion of the Game
- 5.1.1 The game is won by the player who has checkmated his/her opponent's king. This immediately ends the game, provided that the move producing the checkmate position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.1.2 The game is lost by the player who declares he/she resigns (this immediately ends the game), unless the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves. In this case the result of the game is a draw.
A player may resign in a number of different ways:
- -pausing the clock
- -announcing his/her resignation
- -knocking over his/her king
- -reaching out his/her hand to the opponent
- -signing the score sheets, and so on.
All of these possibilities are capable of being misinterpreted. Therefore, the situation has to be clarified.
At the end of a game the arbiter should ensure that both scoresheets show the same result. A player who does not wish to continue a game and leaves without resigning - or notifying the arbiter - is being discourteous. He/She may be penalized, at the discretion of the Chief Arbiter, for poor sportsmanship.
- 5.2.1 The game is drawn when the player to move has no legal move and his/her king is not in check. The game is said to end in 'stalemate'. This immediately ends the game, provided that the move producing the stalemate position was in accordance with Article 3 and Articles 4.2 - 4.7."	"## Article 5: The Completion of the Game
- 5.1.1 The game is won by the player who has checkmated his/her opponent's king. This immediately ends the game, provided that the move producing the checkmate position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.1.2 The game is lost by the player who declares he/she resigns (this immediately ends the game), unless the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves. In this case the result of the game is a draw.
A player may resign in a number of different ways:
- -pausing the clock
- -announcing his/her resignation
- -knocking over his/her king
- -reaching out his/her hand to the opponent
- -signing the score sheets, and so on.
All of these possibilities are capable of being misinterpreted. Therefore, the situation has to be clarified.
At the end of a game the arbiter should ensure that both scoresheets show the same result. A player who does not wish to continue a game and leaves without resigning - or notifying the arbiter - is being discourteous. He/She may be penalized, at the discretion of the Chief Arbiter, for poor sportsmanship.
- 5.2.1 The game is drawn when the player to move has no legal move and his/her king is not in check. The game is said to end in 'stalemate'. This immediately ends the game, provided that the move producing the stalemate position was in accordance with Article 3 and Articles 4.2 - 4.7."
How much time is added after each move in a rapid game?	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."
What is the penalty for making an illegal move?	"If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:
- 7.4.1 If a player displaces one or more pieces, he/she shall re-establish the correct position in his/her own time.
- 7.4.2 If necessary, either the player or h i s / h e r opponent shall pause the chessclock and ask for the arbiter's assistance.
- 7.4.3 The arbiter may penalise the player who displaces the pieces.
Player A's clock is running when Player B accidentally displaces a piece. Player A should not restart Player B's clock but should pause the clock and summon the arbiter. The arbiter may then either add time to A's clock or subtract time from B's clock. If A restarts B's clock this creates several problems with increments being wrongly added and the move counter affected.
Most problems happen in Rapid Chess or Blitz. The penalty should be according to Article 12.9. A player should not be forfeited immediately for accidentally displacing a piece. If he/she did it deliberately, perhaps in order to gain time, or does it several times, that is different.
- 7.5 Illegal moves:
- 7.5.1 An illegal move is completed once the player has pressed his/her clock. If during a game it is found that an illegal move has been completed, the position immediately before the irregularity shall be reinstated. If the position immediately before the irregularity cannot be determined, the game shall continue from the last identifiable position prior to the irregularity. Articles 4.3 and 4.7 apply to the move replacing the illegal move. The game shall then continue from this reinstated position."	"If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:
- 7.4.1 If a player displaces one or more pieces, he/she shall re-establish the correct position in his/her own time.
- 7.4.2 If necessary, either the player or h i s / h e r opponent shall pause the chessclock and ask for the arbiter's assistance.
- 7.4.3 The arbiter may penalise the player who displaces the pieces.
Player A's clock is running when Player B accidentally displaces a piece. Player A should not restart Player B's clock but should pause the clock and summon the arbiter. The arbiter may then either add time to A's clock or subtract time from B's clock. If A restarts B's clock this creates several problems with increments being wrongly added and the move counter affected.
Most problems happen in Rapid Chess or Blitz. The penalty should be according to Article 12.9. A player should not be forfeited immediately for accidentally displacing a piece. If he/she did it deliberately, perhaps in order to gain time, or does it several times, that is different.
- 7.5 Illegal moves:
- 7.5.1 An illegal move is completed once the player has pressed his/her clock. If during a game it is found that an illegal move has been completed, the position immediately before the irregularity shall be reinstated. If the position immediately before the irregularity cannot be determined, the game shall continue from the last identifiable position prior to the irregularity. Articles 4.3 and 4.7 apply to the move replacing the illegal move. The game shall then continue from this reinstated position."
