Query	Document	Answer
Quelles compétitions sont homologuées par la FFE ?	Schema Scheveningen Coupe Parite 3 equipes: appariements croises mixtes A-B-C sur 3 echiquiers, 3 rondes.	
Comment est calculé le classement Elo Rapide par rapport au classement Standard ?	"## 6. Listes Officielles du Classement Rapide et blitz de la FIDE  
- 6.1. Le premier jour de chaque mois, la FIDE prépare une liste des classements intégrant les parties prises en compte durant la période de classement à partir de la liste précédente. Cela est fait en utilisant la formule du système de classement.
- 6.1.1. La période de classement (pour les nouveaux classés, voir 6.1.4) est la période pendant laquelle une certaine liste de classements est valide.
- 6.1.2. Les données suivantes, concernant chaque joueur et joueuse dont le classement est d'au moins 1 400 dans la liste actuelle, sont publiées : Titre de la FIDE, Fédération, Classement Actuel, Code FIDE, Nombre de parties prises en compte dans la période de classement, Année de naissance, Sexe et la valeur actuelle du coefficient K pour le joueur.
- 6.1.3. La date de clôture des tournois prise en compte pour une liste est de 3 jours avant la date de publication de la liste, les tournois se terminant à cette date ou avant sont pris en compte pour le calcul du classement. Les manifestations officielles de la FIDE sont prises en compte pour le classement même si elles se terminent le dernier jour avant la date de publication du classement.
- 6.1.4. Un classement pour un joueur ou une joueuse entrant dans la liste sera publié lorsqu'il sera basé sur au moins 5 parties jouées contre des adversaires classés. Il n'est pas nécessaire que ces parties proviennent d'un seul tournoi. Les résultats d'autres tournois joués lors de périodes de classement consécutives, d'au plus 26 mois, sont regroupés pour obtenir le classement initial. Celui-ci doit être d' au moins 1400."	"## 0. Introduction  
- 0.1. La réglementation qui suit pourra être modifiée par le conseil de la FIDE sur recommandation de la Commission d'Homologation (CH -Qualification Commission). En ce qui concerne les tournois, les changements s'appliquent uniquement à ceux débutant le jour de leur entrée en vigueur, ou ceux qui auront lieu ultérieurement.
- 0.2. Les tournois à prendre en compte pour le classement devront être préenregistrés par la fédération hôte qui sera responsable de la transmission des résultats et des droits d'homologation. Le conseil peut également accorder ce droit et cette responsabilité aux organisations affiliées représentant un territoire autonome ne relevant pas de plus d'une fédération.  
Le tournoi et son calendrier devront être homologués :  
- 0.2.1. Au plus tard 30 jours avant le début du tournoi, si le classement d'un joueur est supérieur à 2700 ou si le classement d'une joueuse est supérieur à 2500.
- 0.2.2. Trois jours avant le début du tournoi dans les autres cas.  
La présidence de la CH peut refuser d'homologuer un tournoi.  
Des tournois peuvent exceptionnellement être homologués malgré le dépassement du délai de préavis :  
- 0.2.3. Tournois de la catégorie 0.2.1 : Avec l'accord de la présidence de la FIDE.
- 0.2.4. Tournois de la catégorie 0.2.2 : Avec l'accord de la présidence de la CH  
Tous les tournois se déroulant dans des conditions hybrides telles que décrites au point 2.1 doivent être approuvés individuellement par la Présidence de la CH"
Vous arbitrez un tournoi FIDE. Un joueur non classé gagne 5 parties contre des joueurs classés. Comment obtient-il son premier classement Elo ?	"## Organisation des tournois  
Pour connaître le nombre d'échiquiers à prévoir dans un tournoi, il suffit de multiplier le nombre des équipes par la moitié du nombre des joueurs d'une équipe (17 équipes à 8 joueurs exigent 17 ×4 soient 68 échiquiers).  
Dès leur arrivée, les capitaines d'équipe remettent à l'arbitre la liste ordonnée de s membres de leur équipe, classé conformément au règlement de la compétition concernée.  
Il est ensuite effectué un tirage au sort pour attribuer une lettre à chacune des équipes.  
Les membres de l'équipe A sont alors nommés A1 , A2, A3....selon le nombre de joueurs par équipe.  
Dans les tournois à plusieurs rondes, l'ordre des membres de l'équipe ne doit pas être permuté. Le cas échéant, un(e) remplaçant(e) devra prendre la place de la personne sortante.  
En théorie l'arbitre connaît à l'avance le nombre d'équipes et a préparé son tableau d'appariements en conséquence.  
Le système Molter semble complexe au premier abord mais bien préparé il présente l'avantage de prévoir l'ensemble des appariements dès le début du tournoi.  
Important : Il sera toujours prudent d'envisager la défection ou l'inscription sur place d'une, voire de plusieurs équipes et de préparer matériel et tableaux d'appariements pour tous les cas envisageables."	
Quelles adaptations pour les joueurs avec déficience visuelle ?	"## Annexe D : Règles pour les parties avec des personnes aveugles et handicapées visuelles  
D.1 L'organisateur ou l'organisatrice, après consultation de l'arbitre, p eut adapter les règles suivantes en fonction des circonstances locales. Durant les compétitions d'échecs entre personnes voyantes et personnes handicapées visuelles (légalement aveugles) chaque joueur ou joueuse peut demander l'utilisation de deux échiquiers : la personne voyante utilisant un échiquier standard, la personne handicapée visuelle utilisant un échiquier spécial. L'échiquier spécial doit répondre aux critères suivants :  
- D.1.1. Mesurer au moins 20 cm sur 20 cm
- D.1.2. Les cases noires doivent être légèrement surélevées
- D.1.3. Chaque case doit contenir une ouverture de fixation
- D.1.4. Les critères pour les pièces sont :
- D.1.4.1. Chaque pièce doit contenir une tige s'encastrant dans l'ouverture de fixation
- D.1.4.2. Les pièces sont de modèle Staunton, les pièces noires comportant une marque spécifique."	"## Annexe C : La notation algébrique  
La FIDE ne reconnaît qu'un seul système de notation pour ses propres tournois et pour ses matchs : le Système Algébrique. Elle préconise l'utilisation de cette notation uniforme dans la littérature et les périodiques échiquéens.  
Les feuilles de parties, utilisant un autre système que la notation algébrique, ne peuvent pas être utilisées comme preuve dans le cas où ces feuilles sont normalement utilisées à cet effet. L' arbitre qui constate qu'un autre système de notation que le système algébrique est utilisé doit avertir de cette obligation."
Quelles sont les obligations de la FFE en délégation ?	"## Préambule  
La délégation est, après l'agrément, l'étape supérieure dans le degré de reconnaissance des fédérations sportives par l'État. Seules peuvent être « délégataires » les fédérations qui ont, au préalable, reçu l'agrément délivré par le ministre chargé des sports prévu à l'article L. 131-8 du code du sport.  
Une seule fédération est susceptible de recevoir la délégation pour une même discipline sportive.  
Les fédérations délégataires disposent de prérogatives de puissance publique et se voient confier une mission de service public. A ce titre, elles disposent d'un monopole légal dans les domaines explicitement prévu par la loi ou le règlement.  
Dans ces domaines l'Etat, en sa qualité de déléguant, et les fédérations, en leur qualité de délégataire, contractualisent les conditions dans lesquelles ces prérogatives et ces missions inhérentes à la délégation sont exercées.  
Cette capacité à contractualiser a été instaurée par la loi n° 2021-1109 du 24 août 2021 confortant le respect des principes de la République, notamment son article 63. Cette loi modifie le code du sport dont il résulte une nouvelle rédaction de l'article L. 131-14 et un nouvel article L. 131-15-2.  
Outre le principe d'un contrat de délégation, le cadre préalable à sa conclusion y est également défini.  
Ainsi, le ministre chargé des sports définit les orientations et fixe le cadre dans lequel les stratégies nationales des fédérations sont établies. Ces stratégies nationales visent notamment à promouvoir les principes du contrat d'engagement républicain. Ce contrat figure en annexe du décret n°2021-1947 du 31 décembre 2021"	"## Préambule  
La délégation est, après l'agrément, l'étape supérieure dans le degré de reconnaissance des fédérations sportives par l'État. Seules peuvent être « délégataires » les fédérations qui ont, au préalable, reçu l'agrément délivré par le ministre chargé des sports prévu à l'article L. 131-8 du code du sport.  
Une seule fédération est susceptible de recevoir la délégation pour une même discipline sportive.  
Les fédérations délégataires disposent de prérogatives de puissance publique et se voient confier une mission de service public. A ce titre, elles disposent d'un monopole légal dans les domaines explicitement prévu par la loi ou le règlement.  
Dans ces domaines l'Etat, en sa qualité de déléguant, et les fédérations, en leur qualité de délégataire, contractualisent les conditions dans lesquelles ces prérogatives et ces missions inhérentes à la délégation sont exercées.  
Cette capacité à contractualiser a été instaurée par la loi n° 2021-1109 du 24 août 2021 confortant le respect des principes de la République, notamment son article 63. Cette loi modifie le code du sport dont il résulte une nouvelle rédaction de l'article L. 131-14 et un nouvel article L. 131-15-2.  
Outre le principe d'un contrat de délégation, le cadre préalable à sa conclusion y est également défini.  
Ainsi, le ministre chargé des sports définit les orientations et fixe le cadre dans lequel les stratégies nationales des fédérations sont établies. Ces stratégies nationales visent notamment à promouvoir les principes du contrat d'engagement républicain. Ce contrat figure en annexe du décret n°2021-1947 du 31 décembre 2021"
Quand le roque est-il définitivement interdit ?	"- 3.7.3.4. Le choix du joueur ou de la joueuse n ' est pas restreint aux pièces capturées précédemment.
- 3.7.3.5. Ce remplacement d ' un pion par une autre pièce est appelé promotion. La nouvelle pièce issue de cette promotion est immédiatement active.  
Dans le cas d'une promotion, si le joueur ou la joueuse ne trouve pas la pièce nécessaire, il/elle a le droit d e mettre immédiatement la pendule en pause et d'appeler l'arbitre pour qu'on lui apporte la pièce qu'il /elle désire. L'arbitre doit fournir la pièce demandée et redémarrer la pendule. Le joueur ou la joueuse continue alors de réfléchir à son coup. Il/Elle n'a pas l'obligation de faire la promotion en utilisant la pièce demandée.  
- 3.8. Le roi peut se déplacer de deux façons différentes :
- 3.8.1. En se déplaçant sur une case adjacente
- 3.8.2. En « roquant ». C'est un mouvement combiné du roi et de l' une des tours de même couleur le long de la première rangée du joueur ou de la joueuse. Le roque compte pour un seul coup, il est joué de la façon suivante : le roi est déplacé de deux cases depuis sa case initiale vers une tour située sur sa case initiale, puis cette tour est déplacée sur la case que le roi vient de traverser.
- 3.8.2.1. Le droit de roquer est définitivement perdu :
- 1) Si le roi s ' est déjà déplacé, ou
- 2) Avec une tour qui s ' est déjà déplacée.
- 3.8.2.2. Le roque est temporairement interdit :"	"- 3.7.3.4. Le choix du joueur ou de la joueuse n ' est pas restreint aux pièces capturées précédemment.
- 3.7.3.5. Ce remplacement d ' un pion par une autre pièce est appelé promotion. La nouvelle pièce issue de cette promotion est immédiatement active.  
Dans le cas d'une promotion, si le joueur ou la joueuse ne trouve pas la pièce nécessaire, il/elle a le droit d e mettre immédiatement la pendule en pause et d'appeler l'arbitre pour qu'on lui apporte la pièce qu'il /elle désire. L'arbitre doit fournir la pièce demandée et redémarrer la pendule. Le joueur ou la joueuse continue alors de réfléchir à son coup. Il/Elle n'a pas l'obligation de faire la promotion en utilisant la pièce demandée.  
- 3.8. Le roi peut se déplacer de deux façons différentes :
- 3.8.1. En se déplaçant sur une case adjacente
- 3.8.2. En « roquant ». C'est un mouvement combiné du roi et de l' une des tours de même couleur le long de la première rangée du joueur ou de la joueuse. Le roque compte pour un seul coup, il est joué de la façon suivante : le roi est déplacé de deux cases depuis sa case initiale vers une tour située sur sa case initiale, puis cette tour est déplacée sur la case que le roi vient de traverser.
- 3.8.2.1. Le droit de roquer est définitivement perdu :
- 1) Si le roi s ' est déjà déplacé, ou
- 2) Avec une tour qui s ' est déjà déplacée.
- 3.8.2.2. Le roque est temporairement interdit :"
Comment se déroule l'instruction disciplinaire FFE ?	"## 1. OBJECTIF  
Adossé à une comptabilité respectant le plan comptable, ce règlement financier a pour objectif essentiel d'assurer une totale transparence de la gestion financière de la Fédération.  
Dans ce but, il définit une organisation comptable et financière offrant un dispositif de suivi, d'alerte et de contrôle :  
-  permettant d'assurer une bonne administration de la fédération,
-  protégeant sa santé financière,
-  permettant la conduite et la réalisation des actions et projets définis."	
Quelles adaptations pour les joueurs handicapés visuels ?	"## Partie 2: Les règles du jeu  
CHARTE DES JOUEURS ET JOUEUSES D'ÉCHECS CHARTE SIMPLIFIEE DES JOUEURS ET JOUEUSES D'ÉCHECS Chapitre 2.1 : Les règles du jeu d'échecs Chapitre 2.2 : Règles générales pour les compétitions FIDE Chapitre 2.3 : Normalisation, matériel de jeu et conseils d'organisation  
Chapitre 2.4 : Règles du jeu en ligne"	
Comment fonctionne la prise en passant ?	"## Note de traduction : Les deux articles suivants définissent la prise en passant.  
- 3.7.3.1. Un pion occupant une case située sur la même rangée et sur une colonne adjacente à un pion adverse qui vient d ' avancer de deux cases en un seul coup depuis sa case de départ, peut prendre ce pion adverse comme si ce dernier n ' avait été avancé que d ' une seule case.
- 3.7.3.2. Cette prise n'est autorisée que sur le coup qui suit l'avance ment du pion adverse. Cette prise est appelée « prise en passant ».  
<!-- image -->  
Note de traduction : Les trois articles suivants définissent la promotion.  
<!-- image -->  
- 3.5. Lors de leurs déplacements, un fou, une tour ou une dame ne peuvent passer par-dessus des pièces qui se trouveraient sur leur chemin.
- 3.6. Un cavalier peut se déplacer sur l ' une des cases les plus proches de celle où il se trouve mais non située sur la même rangée, la même colonne ou la même diagonale.  
<!-- image -->  
- 3.7.3.3. Quand un joueur ou une joueuse au trait déplace un pion sur la rangée la plus éloignée de sa position de départ, il/elle doit remplacer ce pion -lors de ce coup- par une nouvelle dame, une nouvelle tour, un nouveau fou ou un nouveau cavalier de la même cou leur sur cette case d'arrivée que l'on nomme case de « promotion ».
- 3.7.3.4. Le choix du joueur ou de la joueuse n ' est pas restreint aux pièces capturées précédemment."	"## 3.7. Le pion  
- 3.7.1. Un pion peut se déplacer sur la case immédiatement devant lui sur la même colonne, à condition que cette case soit inoccupée.
- 3.7.2. Lors de son premier déplacement un pion peut se déplacer comme au 3.7.1, ou alors il peut avancer de deux cases sur la même colonne, à condition que ces deux cases soient inoccupées.
- 3.7.3. Un pion peut se déplacer sur une case occupée par une pièce adverse située en diagonale devant lui, sur une colonne adjacente. Ce pion prend alors la pièce en question.  
<!-- image -->"
Quelles sont les cadences officielles parties rapides ?	"## Annexe A : Parties en cadence rapide  
A.1 Une partie d'échecs en cadence rapide est une partie durant laquelle soit tous les coups doivent être effectués dans un temps limité de plus de 10 minutes mais moins de 60 minutes pour chaque joueur ou joueuse ; soit le temps alloué + 60 fois un incrément quelconque est de plus de 10 minutes mais moins de 60 minutes pour chaque joueur ou joueuse.  
Exemple 1: Selon le règlement du tournoi d'un événement, le contrôle du temps est de 30 minutes pour toute la partie et de 30 secondes pour chaque coup. C'est-à-dire : pour 60 coups, nous obtiendrions 30 '+ (30 ""x 60) = 30' +30 '= 60'. Comme le stipule l'article A1"" Une partie 'd'échecs rapides' est une partie où tous les coups doivent être complétés en moins de 60 minutes pour chaque joueur, alors une telle partie est considérée comme une partie d'échecs standard. Exemple 2: Selon le règlement du tournoi d'un événement, le contrôle du temps est de 10 minutes pour toute la partie et de 5 secondes pour chaque coup. C'est-à-dire : pour 60 coups, nous aurions 10 '+ (5 ́ x 60) = 10' +5 '= 15'. Ainsi, selon l'article A.1, une telle partie est considérée comme une partie d'échecs rapides.  
Lorsque vous effectuez ces calculs, les parties utilisant le mode « delay » sont traitées de la même manière"	"## Annexe A : Parties en cadence rapide  
A.1 Une partie d'échecs en cadence rapide est une partie durant laquelle soit tous les coups doivent être effectués dans un temps limité de plus de 10 minutes mais moins de 60 minutes pour chaque joueur ou joueuse ; soit le temps alloué + 60 fois un incrément quelconque est de plus de 10 minutes mais moins de 60 minutes pour chaque joueur ou joueuse.  
Exemple 1: Selon le règlement du tournoi d'un événement, le contrôle du temps est de 30 minutes pour toute la partie et de 30 secondes pour chaque coup. C'est-à-dire : pour 60 coups, nous obtiendrions 30 '+ (30 ""x 60) = 30' +30 '= 60'. Comme le stipule l'article A1"" Une partie 'd'échecs rapides' est une partie où tous les coups doivent être complétés en moins de 60 minutes pour chaque joueur, alors une telle partie est considérée comme une partie d'échecs standard. Exemple 2: Selon le règlement du tournoi d'un événement, le contrôle du temps est de 10 minutes pour toute la partie et de 5 secondes pour chaque coup. C'est-à-dire : pour 60 coups, nous aurions 10 '+ (5 ́ x 60) = 10' +5 '= 15'. Ainsi, selon l'article A.1, une telle partie est considérée comme une partie d'échecs rapides.  
Lorsque vous effectuez ces calculs, les parties utilisant le mode « delay » sont traitées de la même manière"
C'est quoi la différence entre le pat et la nulle par répétition ?	"## Art. 6-1 - Prévention des risques de manipulation des compétitions sportives  
Comme l'ensemble des acteurs fédéraux, la FFE doit s'assurer du caractère sincère et équitable des résultats des compétitions qu'elle organise, en prévenant les risques de manipulation des résultats par :  
- -La valorisation de l'outil SIGNALE ! permettant d'alerter sur les manipulations de compétitions, notamment sur le site internet de la fédération ;
- -Une sensibilisation des sportifs listés et professionnels, notamment à l'interdiction de parier."	
Quelles sont les conditions d'homologation d'un tournoi ?	"## Préambule  
Toutes les compétitions d'échecs internationales sont jouées selon les Règles du Jeu de la FIDE (E.I.01A). Les Règles générales pour les compétitions FIDE sont utilisées conjointement avec les Règles du Jeu d'Échecs et sont applicables à toutes les compéti tions officielles de la FIDE. Il est recommandé qu'elles soient également appliquées à tous les tournois comptant pour le classement FIDE, en les adaptant si c'est nécessaire.  
Les organisateurs/organisatrices, les Compétiteurs/Compétitrices et les Arbitres impliqués dans toute compétition doivent prendre connaissance de ces règlements avant le début de la compétition.  
Les lois nationales du pays accueillant la compétition prévalent sur les règles FIDE."	"## Tournoi A à cadence longue et compétitions fédérales à toutes les cadences, avec les possibilités suivantes :  
- Tournoi FIDE : pour les cadences des tournois FIDE, se référer aux règles FIDE en vigueur. Les parties jouées dans ce type de tournoi comptent pour le classement Elo FIDE. Quand la FIDE impose une limite Elo selon la cadence de jeu, le tournoi doit explicitement être réservé aux joueurs et joueuses ne dépassant pas cette limite.
- Tournoi FIDE à normes : pour les cadences des tournois FIDE avec possibilité d'obtenir des normes, se référer aux règles FIDE en vigueur. Les parties jouées dans ce type de tournoi comptent pour le classement Elo FIDE.
- Compétitions Fédérales (cadence longue, rapide ou blitz) : les cadences sont celles spécifiées dans les règlements des compétitions, ainsi que le classement Elo à prendre en compte. Si aucune limite Elo n'est précisée, l'accès à la compétition est permis sans limitation selon le classement Elo, mais les parties non compatibles ne seront pas prises en compte par la FIDE.  
Toutes les phases des championnats de France scolaires, et le championnat individuel féminin de parties rapides, sont considérés comme des Tournois de type B."
Quelles qualifications d'office aux Championnats Jeunes ?	"## 2.6. Qualifications d'office  
Sont qualifiés pour les Championnats de France U16, U14, U12, U10 et U8, en catégorie mixte ou féminine :  
- Les jeunes changeant de catégorie ayant obtenu un score minimal de 6,5/9 dans le championnat précédent.
- Les jeunes ne changeant pas de catégorie et ayant obtenu un score minimal de 6/9 dans le championnat précédent.
- Les jeunes atteignant un Elo en cadence standard minimum en juillet ou août de la saison précédente ou en septembre de la nouvelle saison :
- 2100 pour les U16, 1900 pour les U16F ;
- 2000 pour les U14, 1850 pour les U14F ;
- 1900 pour les U12, 1700 pour les U12F ;
- 1750 pour les U10, 1600 pour les U10F ;
- Un joueur ou une joueuse par tournoi mixte et une joueuse par tournoi féminin choisis par l'organisateur.
- La ou le premier classé de chaque catégorie des Open A et B de la saison précédente.  
La qualité de qualifié ou qualifiée d'office doit impérativement être confirmée par une prise de licence A avant le 1 er décembre de la saison en cours ; à défaut, la qualification d'office est annulée.  
Si les qualifiés et qualifiées d'office participent aux phases qualificatives départementales et/ou des zones interdépartementales, ils sont retirés lors de l'établissement de la liste des places qualificatives."	"## 2.6. Qualifications d'office  
Sont qualifiés pour les Championnats de France U16, U14, U12, U10 et U8, en catégorie mixte ou féminine :  
- Les jeunes changeant de catégorie ayant obtenu un score minimal de 6,5/9 dans le championnat précédent.
- Les jeunes ne changeant pas de catégorie et ayant obtenu un score minimal de 6/9 dans le championnat précédent.
- Les jeunes atteignant un Elo en cadence standard minimum en juillet ou août de la saison précédente ou en septembre de la nouvelle saison :
- 2100 pour les U16, 1900 pour les U16F ;
- 2000 pour les U14, 1850 pour les U14F ;
- 1900 pour les U12, 1700 pour les U12F ;
- 1750 pour les U10, 1600 pour les U10F ;
- Un joueur ou une joueuse par tournoi mixte et une joueuse par tournoi féminin choisis par l'organisateur.
- La ou le premier classé de chaque catégorie des Open A et B de la saison précédente.  
La qualité de qualifié ou qualifiée d'office doit impérativement être confirmée par une prise de licence A avant le 1 er décembre de la saison en cours ; à défaut, la qualification d'office est annulée.  
Si les qualifiés et qualifiées d'office participent aux phases qualificatives départementales et/ou des zones interdépartementales, ils sont retirés lors de l'établissement de la liste des places qualificatives."
Quand la partie est-elle nulle par pat ?	"Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité.  
- 5.2.1. La partie est nulle lorsque le joueur ou la joueuse au trait ne dispose d'aucun coup légal et que son roi n'est pas en échec. On dit alors que la partie se termine par le ""pat"". Cela met immédiatement fin à la partie, à condition que le coup amenant cette position soit légal et en accord avec l'Article 3 et les Articles 4.2 à 4.7.
- 5.2.2. La partie est nulle lorsque survient une position dans laquelle aucun des deux adversaires ne peut mettre échec et mat le roi adverse par une suite de coups légaux. On dit alors que la partie se termine sur une ""position morte"". Ceci met immédiatement fin à la partie, à condition que le coup amenant cette position soit légal et en accord avec l'Article 3 et les Articles 4.2 à 4.7.
- 5.2.3. La partie est nulle en cas d'accord mutuel entre les deux adversaires au cours de la partie, sous réserve que chaque joueur ou joueuse ait joué au moins un coup. Ceci met immédiatement fin à la partie.  
Cette règle n'est applicable que si l'article 9.1.1 (ne pas accepter une partie nulle par accord mutuel avant un nombre déterminé de coups) n'est pas utilisé."	"Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité.  
- 5.2.1. La partie est nulle lorsque le joueur ou la joueuse au trait ne dispose d'aucun coup légal et que son roi n'est pas en échec. On dit alors que la partie se termine par le ""pat"". Cela met immédiatement fin à la partie, à condition que le coup amenant cette position soit légal et en accord avec l'Article 3 et les Articles 4.2 à 4.7.
- 5.2.2. La partie est nulle lorsque survient une position dans laquelle aucun des deux adversaires ne peut mettre échec et mat le roi adverse par une suite de coups légaux. On dit alors que la partie se termine sur une ""position morte"". Ceci met immédiatement fin à la partie, à condition que le coup amenant cette position soit légal et en accord avec l'Article 3 et les Articles 4.2 à 4.7.
- 5.2.3. La partie est nulle en cas d'accord mutuel entre les deux adversaires au cours de la partie, sous réserve que chaque joueur ou joueuse ait joué au moins un coup. Ceci met immédiatement fin à la partie.  
Cette règle n'est applicable que si l'article 9.1.1 (ne pas accepter une partie nulle par accord mutuel avant un nombre déterminé de coups) n'est pas utilisé."
Quelles sont les cadences officielles blitz ?	"## Annexe B : Parties en cadence Blitz  
- B.1 Une partie d'échecs en cadence Blitz est une partie durant laquelle soit tous les coups doivent être effectués dans un temps limité de 10 minutes ou moins pour chaque joueur ou joueuse, soit le temps alloué + 60 fois un incrément quelconque est inférieur ou égal à 10 minutes pour chaque joueur ou joueuse.  
Selon le règlement d'un événement, le contrôle du temps est de 5 minutes pour toute la partie et de 5 secondes pour chaque coup.  
C'est-à-dire : pour 60 coups, nous aurions 5 '+ (5'x60) = 5' + 5 '= 10'.  
Selon l'art. B.1 nous avons une partie de Blitz.  
B.2 Les Règles de Compétition s'appliquent si :  
- B.2.1. un ou une arbitre supervise une partie et
- B.2.2. c haque partie est enregistrée par l'arbitre, son assistant ou son assistante et, si possible, par des moyens électroniques.
- B.2.3. Le joueur ou la joueuse au trait peut à tout moment demander à l'arbitre, son assistant ou son assistante de lui montrer la feuille de partie. Cette requête ne peut être réalisée que cinq fois au maximum. D'autres demandes doivent être considérées comme des distractions de l'adversaire.  
Si les règles de compétition sont utilisées, elles doivent s'appliquer à chaque ronde. Elles ne peuvent pas être introduites, par exemple, que pour la finale.  
En Blitz et en Rapide, si le joueur demande à l'arbitre de voir la feuille de match, la pendule ne doit pas être arrêtée."	"## Annexe B : Parties en cadence Blitz  
- B.1 Une partie d'échecs en cadence Blitz est une partie durant laquelle soit tous les coups doivent être effectués dans un temps limité de 10 minutes ou moins pour chaque joueur ou joueuse, soit le temps alloué + 60 fois un incrément quelconque est inférieur ou égal à 10 minutes pour chaque joueur ou joueuse.  
Selon le règlement d'un événement, le contrôle du temps est de 5 minutes pour toute la partie et de 5 secondes pour chaque coup.  
C'est-à-dire : pour 60 coups, nous aurions 5 '+ (5'x60) = 5' + 5 '= 10'.  
Selon l'art. B.1 nous avons une partie de Blitz.  
B.2 Les Règles de Compétition s'appliquent si :  
- B.2.1. un ou une arbitre supervise une partie et
- B.2.2. c haque partie est enregistrée par l'arbitre, son assistant ou son assistante et, si possible, par des moyens électroniques.
- B.2.3. Le joueur ou la joueuse au trait peut à tout moment demander à l'arbitre, son assistant ou son assistante de lui montrer la feuille de partie. Cette requête ne peut être réalisée que cinq fois au maximum. D'autres demandes doivent être considérées comme des distractions de l'adversaire.  
Si les règles de compétition sont utilisées, elles doivent s'appliquer à chaque ronde. Elles ne peuvent pas être introduites, par exemple, que pour la finale.  
En Blitz et en Rapide, si le joueur demande à l'arbitre de voir la feuille de match, la pendule ne doit pas être arrêtée."
Comment participer au Ch. France Interclubs Jeunes ?	"## Article 19 Irrégularités  
- 19.1. Chaque joueur et chaque joueuse peut demander l'assistance d'un arbitre. Si un joueur ou une joueuse appelle l'arbitre pour demander son assistance, l'arbitre détermine si cette personne avait une raison valable de le faire. Si elle n'a pas de raison valable, elle peut être pénalisée en accord avec l'Article 18.4.
- 19.2. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.
- 19.3. Si une partie n'est pas déclarée automatiquement nulle alors qu'une des situations décrites dans l'Article 5.4 (situations de nulles automatiques) est survenue, l'arbitre déclare la partie nulle.
- 19.4. Si une plateforme de jeu déclare automatiquement une partie nulle en contradiction avec l'Article 4.5 (existence de possibilités de mat), l'arbitre a autorité pour modifier le résultat automatique.
- 19.5. Si durant une partie, on constate que le réglage d e l'un ou des deux afficheurs est incorrect, l'arbitre d oit ajuster les pendules immédiatement. L'arbitre d oit réaliser le réglage correct et ajuster les temps, si nécessaire. Il/Elle fait preuve du plus grand discernement pour déterminer les réglages des pendules.  
19.6. S'il est nécessaire d'interrompre la partie pour une raison quelconque, l'arbitre met la pendule en pause si c'est possible. Si ce n'est pas possible, l'arbitre pourra ajouter du temps supplémentaire à l'un ou aux deux afficheurs ."	
Comment fonctionne le contrôle antidopage aux échecs ?	"## 4.2 Substances interdites  
La liste des complètes des interdictions est disponible sur le site de l'agence française de lutte contre le dopage à l'adresse suivante : https://www.afld.fr/  
Pour la pratique du jeu d'échecs, une attention particulière est portée sur les molécules suivantes :  
- Amphétamines. Exemple : méthylphénidate/Ritaline®
- Modafinil/Modiodal®
- Éphédrine et méthyléphédrine - (Si concentration urinaire supérieure à 10μg/ml)
- Pseudoéphédrine (Si concentration urinaires supérieure à 150μg/ml)  
Certaines molécules ne sont pas sur la liste des interdictions mais présentes dans le programme de surveillance de l'Agence Mondiale Antidopage :  
- Caféine
- Codéine"	"## 4.1 Objet  
Toute prise de licence implique l'acceptation :  
-  Du règlement disciplinaire de la FFE relatif à la lutte contre le dopage ;
-  Du code mondial antidopage."
Quelles sont les règles concernant le retard et le forfait en début de partie ?	"## RÈGLES GÉNÉRALES POUR LES COMPÉTITIONS FÉDÉRALES  
<!-- image -->  
<!-- image -->"	
Dans une finale Roi+Dame contre Roi seul, un joueur annonce mat en 2 mais se trompe. L'adversaire réclame la nulle. Quelle décision ?	"| 3 - (12) | 4 - 2 | 5 - 1 | 6 - 11 | 7 - 10 | 8 - 9 | R5 |
| (12) - 9 | 10 - 8 | 11 - 7 | 1 - 6 | 2 - 5 | 3 - 4 | R6 |
| 4 - (12) | 5 - 3 | 6 - 2 | 7 - 1 | 8 - 11 | 9 - 10 | R7 |
| (12) - 10 | 11 - 9 | 1 - 8 | 2 - 7 | 3 - 6 | 4 - 5 | R8 |
| 5 - (12) | 6 - 4 | 7 - 3 | 8 - 2 | 9 - 1 | 10 - 11 | R9 |"	
